Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Hourly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Hourly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Hourly),Environment:Site Day Type Index [](Hourly),Environment:Site Daylight Saving Time Status [](Hourly) 
 03/21  02:00:00,-3.375,2.30129903585887,1267200.,0.0,-1267200.,3.,0.0 
 03/21  03:00:00,-3.625,2.16874243289953,1267200.,0.0,-1267200.,3.,0.0 
 03/21  04:00:00,-4.625,1.97455275144169,1267200.,0.0,-1267200.,3.,0.0 
 03/21  05:00:00,-5.,1.78329803163204,1267200.,0.0,-1267200.,3.,0.0 
 03/21  06:00:00,-4.375,1.65255743690741,1267200.,0.0,-1267200.,3.,0.0 
 03/21  07:00:00,-3.375,1.62312175744718,1267200.,0.0,-1267200.,3.,0.0 
 03/21  08:00:00,0.125,2.01755336633473,1267200.,0.0,-1267200.,3.,0.0 
 03/21  09:00:00,1.375,2.51510617917335,1267200.,0.0,-1267200.,3.,0.0 
 03/21  10:00:00,3.5,2.85993740052186,1267200.,0.0,-1267200.,3.,0.0 
 03/21  11:00:00,5.625,3.29965977038081,1267200.,0.0,-1267200.,3.,0.0 
 03/21  12:00:00,7.25,3.75454131749667,1267200.,0.0,-1267200.,3.,0.0 
 03/21  13:00:00,8.625,4.60309617262306,1267200.,0.0,-1267200.,3.,0.0 
 03/21  14:00:00,9.625,5.36564531052401,1267200.,0.0,-1267200.,3.,0.0 
 03/21  15:00:00,10.,6.14375101786981,1267200.,0.0,-1267200.,3.,0.0 
 03/21  16:00:00,10.,6.48769100998419,1267200.,0.0,-1267200.,3.,0.0 
 03/21  17:00:00,9.375,6.28910951694779,1267200.,0.0,-1267200.,3.,0.0 
 03/21  18:00:00,7.75,5.9118110822545,1267200.,0.0,-1267200.,3.,0.0 
 03/21  19:00:00,5.125,5.23042746619004,1267200.,0.0,-1267200.,3.,0.0 
 03/21  20:00:00,4.625,4.84063381543988,1267200.,0.0,-1267200.,3.,0.0 
 03/21  21:00:00,4.375,4.74906923885372,1267200.,0.0,-1267200.,3.,0.0 
 03/21  22:00:00,4.,4.64914459547536,1267200.,0.0,-1267200.,3.,0.0 
 03/21  23:00:00,4.,4.57889748183996,1267200.,0.0,-1267200.,3.,0.0 
 03/21  24:00:00,4.,4.5382586998277,1267200.,0.0,-1267200.,3.,0.0 
 03/22  01:00:00,4.8125,4.52625628599257,1267200.,0.0,-1267200.,4.,0.0 
 03/22  02:00:00,6.3625,4.59826586016333,1267200.,0.0,-1267200.,4.,0.0 
 03/22  03:00:00,7.,4.69390211450323,1267200.,0.0,-1267200.,4.,0.0 
 03/22  04:00:00,6.375,4.71049255091549,1267200.,0.0,-1267200.,4.,0.0 
 03/22  05:00:00,3.5,4.55960541762858,1267200.,0.0,-1267200.,4.,0.0 
 03/22  06:00:00,0.75,4.25125641723774,1267200.,0.0,-1267200.,4.,0.0 
 03/22  07:00:00,3.75,4.25244372583272,1267200.,0.0,-1267200.,4.,0.0 
 03/22  08:00:00,8.5,5.23500113557235,1267200.,0.0,-1267200.,4.,0.0 
 03/22  09:00:00,10.,6.12773488418469,1267200.,0.0,-1267200.,4.,0.0 
 03/22  10:00:00,12.5,7.08259761985057,1267200.,0.0,-1267200.,4.,0.0 
 03/22  11:00:00,14.625,8.29061387288847,1267200.,0.0,-1267200.,4.,0.0 
 03/22  12:00:00,15.625,8.74647330460936,1267200.,0.0,-1267200.,4.,0.0 
 03/22  13:00:00,16.,8.70223917770369,1267200.,0.0,-1267200.,4.,0.0 
 03/22  14:00:00,15.375,8.7097563805904,1267200.,0.0,-1267200.,4.,0.0 
 03/22  15:00:00,15.,8.90372038696936,1267200.,0.0,-1267200.,4.,0.0 
 03/22  16:00:00,16.25,9.34649414480593,1267200.,0.0,-1267200.,4.,0.0 
 03/22  17:00:00,15.75,9.5711464508285,1267200.,0.0,-1267200.,4.,0.0 
 03/22  18:00:00,13.125,9.25196906521337,1267200.,0.0,-1267200.,4.,0.0 
 03/22  19:00:00,11.8125,8.84782822629571,1267200.,0.0,-1267200.,4.,0.0 
 03/22  20:00:00,12.0125,8.7162178730096,1267200.,0.0,-1267200.,4.,0.0 
 03/22  21:00:00,12.7,8.74792964798327,1267200.,0.0,-1267200.,4.,0.0 
 03/22  22:00:00,13.625,8.85315195800731,1267200.,0.0,-1267200.,4.,0.0 
 03/22  23:00:00,13.375,8.95256586177316,1267200.,0.0,-1267200.,4.,0.0 
 03/22  24:00:00,11.5,8.92604518920435,1267200.,0.0,-1267200.,4.,0.0 
 03/23  01:00:00,8.975,8.7642831054478,1267200.,0.0,-1267200.,5.,0.0 
 03/23  02:00:00,7.375,8.53632297876541,1267200.,0.0,-1267200.,5.,0.0 
 03/23  03:00:00,6.375,8.3900427593516,1267200.,0.0,-1267200.,5.,0.0 
 03/23  04:00:00,6.625,8.27792345954487,1267200.,0.0,-1267200.,5.,0.0 
 03/23  05:00:00,7.,8.21953387600731,1267200.,0.0,-1267200.,5.,0.0 
 03/23  06:00:00,5.75,8.1106564259675,1267200.,0.0,-1267200.,5.,0.0 
 03/23  07:00:00,6.25,8.04068291444648,1267200.,0.0,-1267200.,5.,0.0 
 03/23  08:00:00,9.5,8.51844372940332,1267200.,0.0,-1267200.,5.,0.0 
 03/23  09:00:00,12.25,9.62666225323937,1267200.,0.0,-1267200.,5.,0.0 
 03/23  10:00:00,15.5,10.8604922384129,1267200.,0.0,-1267200.,5.,0.0 
 03/23  11:00:00,17.625,11.7379215352095,1267200.,0.0,-1267200.,5.,0.0 
 03/23  12:00:00,18.,12.0072942409415,1267200.,0.0,-1267200.,5.,0.0 
 03/23  13:00:00,18.,12.210358034935,1267200.,0.0,-1267200.,5.,0.0 
 03/23  14:00:00,18.,12.2543300765377,1267200.,0.0,-1267200.,5.,0.0 
 03/23  15:00:00,18.,12.6229898190503,1267200.,0.0,-1267200.,5.,0.0 
 03/23  16:00:00,18.625,12.9545952929561,1267200.,0.0,-1267200.,5.,0.0 
 03/23  17:00:00,18.375,12.8658624697766,1267200.,0.0,-1267200.,5.,0.0 
 03/23  18:00:00,17.375,12.7939070321411,1267200.,0.0,-1267200.,5.,0.0 
 03/23  19:00:00,15.125,12.4846383847146,1267200.,0.0,-1267200.,5.,0.0 
 03/23  20:00:00,9.,11.9981830245529,1267200.,0.0,-1267200.,5.,0.0 
 03/23  21:00:00,7.25,11.4924934724793,1267200.,0.0,-1267200.,5.,0.0 
 03/23  22:00:00,8.,11.3917013891322,1267200.,0.0,-1267200.,5.,0.0 
 03/23  23:00:00,8.,11.2894064043392,1267200.,0.0,-1267200.,5.,0.0 
 03/23  24:00:00,8.,11.187850250137,1267200.,0.0,-1267200.,5.,0.0 
 03/24  01:00:00,8.1875,11.1083725271901,1267200.,0.0,-1267200.,6.,0.0 
 03/24  02:00:00,8.675,11.0593642320114,1267200.,0.0,-1267200.,6.,0.0 
 03/24  03:00:00,9.2125,11.0292321855334,1267200.,0.0,-1267200.,6.,0.0 
 03/24  04:00:00,9.775,11.0106163979111,1267200.,0.0,-1267200.,6.,0.0 
 03/24  05:00:00,10.625,11.0059076633194,1267200.,0.0,-1267200.,6.,0.0 
 03/24  06:00:00,10.375,10.9463463349834,1267200.,0.0,-1267200.,6.,0.0 
 03/24  07:00:00,10.625,10.9226214910369,1267200.,0.0,-1267200.,6.,0.0 
 03/24  08:00:00,13.5,11.8422740629967,1267200.,0.0,-1267200.,6.,0.0 
 03/24  09:00:00,16.625,13.2327039963641,1267200.,0.0,-1267200.,6.,0.0 
 03/24  10:00:00,19.1,14.313638587801,1267200.,0.0,-1267200.,6.,0.0 
 03/24  11:00:00,20.,14.917211047243,1267200.,0.0,-1267200.,6.,0.0 
 03/24  12:00:00,21.25,15.2030347851765,1267200.,0.0,-1267200.,6.,0.0 
 03/24  13:00:00,22.,15.980227432064,1267200.,0.0,-1267200.,6.,0.0 
 03/24  14:00:00,22.625,16.5995965548443,1267200.,0.0,-1267200.,6.,0.0 
 03/24  15:00:00,23.,17.1901849744519,1267200.,0.0,-1267200.,6.,0.0 
 03/24  16:00:00,23.,17.5125724236611,1267200.,0.0,-1267200.,6.,0.0 
 03/24  17:00:00,23.,17.6098332063748,1267200.,0.0,-1267200.,6.,0.0 
 03/24  18:00:00,21.125,17.3716465035057,1267200.,0.0,-1267200.,6.,0.0 
 03/24  19:00:00,19.375,16.6539011891833,1267200.,0.0,-1267200.,6.,0.0 
 03/24  20:00:00,17.125,16.2601629887376,1267200.,0.0,-1267200.,6.,0.0 
 03/24  21:00:00,14.75,15.931288939569,1267200.,0.0,-1267200.,6.,0.0 
 03/24  22:00:00,14.,15.7115834281948,1267200.,0.0,-1267200.,6.,0.0 
 03/24  23:00:00,13.375,15.6113175594676,1267200.,0.0,-1267200.,6.,0.0 
 03/24  24:00:00,10.5,15.4127562171508,1267200.,0.0,-1267200.,6.,0.0 
 03/25  01:00:00,8.25,15.1022817844696,1267200.,0.0,-1267200.,7.,0.0 
 03/25  02:00:00,7.3,14.8575476431866,1267200.,0.0,-1267200.,7.,0.0 
 03/25  03:00:00,8.875,14.7079612389512,1267200.,0.0,-1267200.,7.,0.0 
 03/25  04:00:00,10.,14.6625376214152,1267200.,0.0,-1267200.,7.,0.0 
 03/25  05:00:00,9.375,14.5085311690474,1267200.,0.0,-1267200.,7.,0.0 
 03/25  06:00:00,10.875,14.3976656361197,1267200.,0.0,-1267200.,7.,0.0 
 03/25  07:00:00,10.75,14.5745422499755,1267200.,0.0,-1267200.,7.,0.0 
 03/25  08:00:00,13.125,15.2739873645965,1267200.,0.0,-1267200.,7.,0.0 
 03/25  09:00:00,16.875,16.0380157072388,1267200.,0.0,-1267200.,7.,0.0 
 03/25  10:00:00,18.625,16.5563640365165,1267200.,0.0,-1267200.,7.,0.0 
 03/25  11:00:00,19.625,17.0771555460818,1267200.,0.0,-1267200.,7.,0.0 
 03/25  12:00:00,21.25,17.3429939709008,1267200.,0.0,-1267200.,7.,0.0 
 03/25  13:00:00,22.,17.7416580695253,1267200.,0.0,-1267200.,7.,0.0 
 03/25  14:00:00,22.625,18.1137043921168,1267200.,0.0,-1267200.,7.,0.0 
 03/25  15:00:00,23.,18.5077239774521,1267200.,0.0,-1267200.,7.,0.0 
 03/25  16:00:00,22.375,18.6729119815705,1267200.,0.0,-1267200.,7.,0.0 
 03/25  17:00:00,21.375,18.7125407833724,1267200.,0.0,-1267200.,7.,0.0 
 03/25  18:00:00,19.75,18.5798922942434,1267200.,0.0,-1267200.,7.,0.0 
 03/25  19:00:00,15.875,17.9631367785171,1267200.,0.0,-1267200.,7.,0.0 
 03/25  20:00:00,13.5625,17.4192192326491,1267200.,0.0,-1267200.,7.,0.0 
 03/25  21:00:00,13.1125,17.21918317358,1267200.,0.0,-1267200.,7.,0.0 
 03/25  22:00:00,13.25,17.1007539466134,1267200.,0.0,-1267200.,7.,0.0 
 03/25  23:00:00,13.775,17.0350315948338,1267200.,0.0,-1267200.,7.,0.0 
 03/25  24:00:00,13.375,16.9627068704967,1267200.,0.0,-1267200.,7.,0.0 
 03/26  01:00:00,13.,16.8411973770589,1267200.,0.0,-1267200.,1.,0.0 
 03/26  02:00:00,12.375,16.7049730333457,1267200.,0.0,-1267200.,1.,0.0 
 03/26  03:00:00,11.375,16.5226495618835,1267200.,0.0,-1267200.,1.,0.0 
 03/26  04:00:00,12.25,16.3879711569994,1267200.,0.0,-1267200.,1.,0.0 
 03/26  05:00:00,11.75,16.2890932516993,1267200.,0.0,-1267200.,1.,0.0 
 03/26  06:00:00,12.25,16.1416386807183,1267200.,0.0,-1267200.,1.,0.0 
 03/26  07:00:00,11.75,16.2705132352514,1267200.,0.0,-1267200.,1.,0.0 
 03/26  08:00:00,11.625,17.0088261046649,1267200.,0.0,-1267200.,1.,0.0 
 03/26  09:00:00,14.5,17.7112298733315,1267200.,0.0,-1267200.,1.,0.0 
 03/26  10:00:00,17.25,18.1020847546128,1267200.,0.0,-1267200.,1.,0.0 
 03/26  11:00:00,18.625,18.4561455106949,1267200.,0.0,-1267200.,1.,0.0 
 03/26  12:00:00,20.25,18.8026855482352,1267200.,0.0,-1267200.,1.,0.0 
 03/26  13:00:00,21.,19.1385517356318,1267200.,0.0,-1267200.,1.,0.0 
 03/26  14:00:00,21.,19.3946341691784,1267200.,0.0,-1267200.,1.,0.0 
 03/26  15:00:00,19.75,19.1954315970518,1267200.,0.0,-1267200.,1.,0.0 
 03/26  16:00:00,17.75,18.9948818837159,1267200.,0.0,-1267200.,1.,0.0 
 03/26  17:00:00,15.125,18.6123961721475,1267200.,0.0,-1267200.,1.,0.0 
 03/26  18:00:00,12.75,18.1515862875774,1267200.,0.0,-1267200.,1.,0.0 
 03/26  19:00:00,10.75,17.822537978164,1267200.,0.0,-1267200.,1.,0.0 
 03/26  20:00:00,9.375,17.5140617531677,1267200.,0.0,-1267200.,1.,0.0 
 03/26  21:00:00,9.625,17.2648739205131,1267200.,0.0,-1267200.,1.,0.0 
 03/26  22:00:00,10.,17.1129526405198,1267200.,0.0,-1267200.,1.,0.0 
 03/26  23:00:00,9.375,16.9580032342621,1267200.,0.0,-1267200.,1.,0.0 
 03/26  24:00:00,8.5625,16.7761950007484,1267200.,0.0,-1267200.,1.,0.0 
 03/27  01:00:00,7.8,16.547471995149,1267200.,0.0,-1267200.,2.,0.0 
 03/27  02:00:00,7.1875,16.2954608774882,1267200.,0.0,-1267200.,2.,0.0 
 03/27  03:00:00,6.9375,16.0675614488821,1267200.,0.0,-1267200.,2.,0.0 
 03/27  04:00:00,6.9625,15.8714112102129,1267200.,0.0,-1267200.,2.,0.0 
 03/27  05:00:00,7.,15.7086173353929,1267200.,0.0,-1267200.,2.,0.0 
 03/27  06:00:00,6.375,15.5397862530836,1267200.,0.0,-1267200.,2.,0.0 
 03/27  07:00:00,6.625,15.6469332640791,1267200.,0.0,-1267200.,2.,0.0 
 03/27  08:00:00,7.,16.3092032873253,1267200.,0.0,-1267200.,2.,0.0 
 03/27  09:00:00,8.9375,17.0722548916825,1267200.,0.0,-1267200.,2.,0.0 
 03/27  10:00:00,11.9125,17.95042060723,1267200.,0.0,-1267200.,2.,0.0 
 03/27  11:00:00,13.625,18.6729953365635,1267200.,0.0,-1267200.,2.,0.0 
 03/27  12:00:00,14.625,18.8952118446528,1267200.,0.0,-1267200.,2.,0.0 
 03/27  13:00:00,15.625,18.9374696061826,1267200.,0.0,-1267200.,2.,0.0 
 03/27  14:00:00,16.,19.0609016136342,1267200.,0.0,-1267200.,2.,0.0 
 03/27  15:00:00,16.,19.6977286881057,1267200.,0.0,-1267200.,2.,0.0 
 03/27  16:00:00,16.,19.9484594225028,1267200.,0.0,-1267200.,2.,0.0 
 03/27  17:00:00,16.,19.7390791837411,1267200.,0.0,-1267200.,2.,0.0 
 03/27  18:00:00,14.125,19.2600424784672,1267200.,0.0,-1267200.,2.,0.0 
 03/27  19:00:00,12.375,18.5411028971692,1267200.,0.0,-1267200.,2.,0.0 
 03/27  20:00:00,10.125,18.1251022239655,1267200.,0.0,-1267200.,2.,0.0 
 03/27  21:00:00,8.375,17.8052936370155,1267200.,0.0,-1267200.,2.,0.0 
 03/27  22:00:00,6.75,17.4991887374486,1267200.,0.0,-1267200.,2.,0.0 
 03/27  23:00:00,5.6875,17.1544582164186,1267200.,0.0,-1267200.,2.,0.0 
 03/27  24:00:00,5.1875,16.8798530485156,1267200.,0.0,-1267200.,2.,0.0 
 03/28  01:00:00,4.375,16.5976024084777,1267200.,0.0,-1267200.,3.,0.0 
 03/28  02:00:00,4.625,16.3222660847726,1267200.,0.0,-1267200.,3.,0.0 
 03/28  03:00:00,4.375,16.0783923621637,1267200.,0.0,-1267200.,3.,0.0 
 03/28  04:00:00,4.625,15.8269743137828,1267200.,0.0,-1267200.,3.,0.0 
 03/28  05:00:00,5.625,15.6571186944064,1267200.,0.0,-1267200.,3.,0.0 
 03/28  06:00:00,4.75,15.4525160254466,1267200.,0.0,-1267200.,3.,0.0 
 03/28  07:00:00,5.25,15.3942028280636,1267200.,0.0,-1267200.,3.,0.0 
 03/28  08:00:00,8.5,15.8885360484192,1267200.,0.0,-1267200.,3.,0.0 
 03/28  09:00:00,10.,16.5096203138255,1267200.,0.0,-1267200.,3.,0.0 
 03/28  10:00:00,11.875,17.2717706025221,1267200.,0.0,-1267200.,3.,0.0 
 03/28  11:00:00,14.25,17.7409586070927,1267200.,0.0,-1267200.,3.,0.0 
 03/28  12:00:00,15.,17.871691397707,1267200.,0.0,-1267200.,3.,0.0 
 03/28  13:00:00,16.25,18.1938138200879,1267200.,0.0,-1267200.,3.,0.0 
 03/28  14:00:00,17.,18.5396145665907,1267200.,0.0,-1267200.,3.,0.0 
 03/28  15:00:00,17.,18.5124939507041,1267200.,0.0,-1267200.,3.,0.0 
 03/28  16:00:00,16.375,18.2987704322615,1267200.,0.0,-1267200.,3.,0.0 
 03/28  17:00:00,15.375,17.9731219963186,1267200.,0.0,-1267200.,3.,0.0 
 03/28  18:00:00,13.75,17.6739167808195,1267200.,0.0,-1267200.,3.,0.0 
 03/28  19:00:00,11.75,17.3297126018095,1267200.,0.0,-1267200.,3.,0.0 
 03/28  20:00:00,11.,17.0602525737222,1267200.,0.0,-1267200.,3.,0.0 
 03/28  21:00:00,10.375,16.8942637037991,1267200.,0.0,-1267200.,3.,0.0 
 03/28  22:00:00,8.125,16.6263351960822,1267200.,0.0,-1267200.,3.,0.0 
 03/28  23:00:00,5.75,16.2538104901158,1267200.,0.0,-1267200.,3.,0.0 
 03/28  24:00:00,6.875,16.0126427693996,1267200.,0.0,-1267200.,3.,0.0 
 03/29  01:00:00,6.125,15.8728991613839,1267200.,0.0,-1267200.,4.,0.0 
 03/29  02:00:00,5.,15.5608662403522,1267200.,0.0,-1267200.,4.,0.0 
 03/29  03:00:00,5.,15.3442275735328,1267200.,0.0,-1267200.,4.,0.0 
 03/29  04:00:00,4.375,15.1132242360884,1267200.,0.0,-1267200.,4.,0.0 
 03/29  05:00:00,3.375,14.8296035787898,1267200.,0.0,-1267200.,4.,0.0 
 03/29  06:00:00,3.625,14.5775099834261,1267200.,0.0,-1267200.,4.,0.0 
 03/29  07:00:00,4.,14.4598271083472,1267200.,0.0,-1267200.,4.,0.0 
 03/29  08:00:00,4.625,14.4746644539504,1267200.,0.0,-1267200.,4.,0.0 
 03/29  09:00:00,6.25,15.0888444764693,1267200.,0.0,-1267200.,4.,0.0 
 03/29  10:00:00,10.125,15.8913459327812,1267200.,0.0,-1267200.,4.,0.0 
 03/29  11:00:00,12.,15.9846783470348,1267200.,0.0,-1267200.,4.,0.0 
 03/29  12:00:00,12.,16.0816110679336,1267200.,0.0,-1267200.,4.,0.0 
 03/29  13:00:00,12.,16.2671385846298,1267200.,0.0,-1267200.,4.,0.0 
 03/29  14:00:00,12.,16.2514141402415,1267200.,0.0,-1267200.,4.,0.0 
 03/29  15:00:00,11.375,16.3354725824145,1267200.,0.0,-1267200.,4.,0.0 
 03/29  16:00:00,11.,16.1376420363935,1267200.,0.0,-1267200.,4.,0.0 
 03/29  17:00:00,7.875,15.6009144943652,1267200.,0.0,-1267200.,4.,0.0 
 03/29  18:00:00,4.125,15.016221233281,1267200.,0.0,-1267200.,4.,0.0 
 03/29  19:00:00,3.,14.5848646838406,1267200.,0.0,-1267200.,4.,0.0 
 03/29  20:00:00,2.375,14.2792538453603,1267200.,0.0,-1267200.,4.,0.0 
 03/29  21:00:00,1.625,13.9825521197618,1267200.,0.0,-1267200.,4.,0.0 
 03/29  22:00:00,1.15,13.7059811898367,1267200.,0.0,-1267200.,4.,0.0 
 03/29  23:00:00,0.625,13.4234526249111,1267200.,0.0,-1267200.,4.,0.0 
 03/29  24:00:00,8.750000000000002E-002,13.1294441118323,1267200.,0.0,-1267200.,4.,0.0 
 03/30  01:00:00,-0.5375,12.8290206542816,1267200.,0.0,-1267200.,5.,0.0 
 03/30  02:00:00,-0.9875,12.5233429457381,1267200.,0.0,-1267200.,5.,0.0 
 03/30  03:00:00,-1.4125,12.2260970238658,1267200.,0.0,-1267200.,5.,0.0 
 03/30  04:00:00,-1.85,11.9226972117771,1267200.,0.0,-1267200.,5.,0.0 
 03/30  05:00:00,-2.875,11.5946651879358,1267200.,0.0,-1267200.,5.,0.0 
 03/30  06:00:00,-4.3375,11.2138046754367,1267200.,0.0,-1267200.,5.,0.0 
 03/30  07:00:00,-5.275,10.890904769097,1267200.,0.0,-1267200.,5.,0.0 
 03/30  08:00:00,-4.5625,10.7358561545004,1267200.,0.0,-1267200.,5.,0.0 
 03/30  09:00:00,-3.375,11.4440038457118,1267200.,0.0,-1267200.,5.,0.0 
 03/30  10:00:00,-2.375,12.3670317511447,1267200.,0.0,-1267200.,5.,0.0 
 03/30  11:00:00,-2.,12.7992782980357,1267200.,0.0,-1267200.,5.,0.0 
 03/30  12:00:00,-1.375,13.0616311403534,1267200.,0.0,-1267200.,5.,0.0 
 03/30  13:00:00,-0.375,13.1233512245707,1267200.,0.0,-1267200.,5.,0.0 
 03/30  14:00:00,1.875,12.6987885492006,1267200.,0.0,-1267200.,5.,0.0 
 03/30  15:00:00,1.75,12.9880386236103,1267200.,0.0,-1267200.,5.,0.0 
 03/30  16:00:00,2.25,13.4328177406963,1267200.,0.0,-1267200.,5.,0.0 
 03/30  17:00:00,1.75,13.2052475075379,1267200.,0.0,-1267200.,5.,0.0 
 03/30  18:00:00,-0.25,12.5574072980857,1267200.,0.0,-1267200.,5.,0.0 
 03/30  19:00:00,-1.,11.7275991144716,1267200.,0.0,-1267200.,5.,0.0 
 03/30  20:00:00,-1.625,11.2695642401984,1267200.,0.0,-1267200.,5.,0.0 
 03/30  21:00:00,-2.,10.9720382741046,1267200.,0.0,-1267200.,5.,0.0 
 03/30  22:00:00,-2.625,10.6909864587941,1267200.,0.0,-1267200.,5.,0.0 
 03/30  23:00:00,-3.,10.3811801580742,1267200.,0.0,-1267200.,5.,0.0 
 03/30  24:00:00,-3.,10.1057663439739,1267200.,0.0,-1267200.,5.,0.0 
 03/31  01:00:00,-3.,9.84562083969566,1267200.,0.0,-1267200.,6.,0.0 
 03/31  02:00:00,-3.625,9.56331453891108,1267200.,0.0,-1267200.,6.,0.0 
 03/31  03:00:00,-4.,9.25769849617596,1267200.,0.0,-1267200.,6.,0.0 
 03/31  04:00:00,-4.,8.98941583656358,1267200.,0.0,-1267200.,6.,0.0 
 03/31  05:00:00,-4.625,8.70260908080461,1267200.,0.0,-1267200.,6.,0.0 
 03/31  06:00:00,-4.375,8.43332222311751,1267200.,0.0,-1267200.,6.,0.0 
 03/31  07:00:00,-4.,8.59883128373162,1267200.,0.0,-1267200.,6.,0.0 
 03/31  08:00:00,-3.375,9.29381473898761,1267200.,0.0,-1267200.,6.,0.0 
 03/31  09:00:00,-2.375,10.0765689234682,1267200.,0.0,-1267200.,6.,0.0 
 03/31  10:00:00,0.5,10.8303786648733,1267200.,0.0,-1267200.,6.,0.0 
 03/31  11:00:00,1.375,11.6747561880726,1267200.,0.0,-1267200.,6.,0.0 
 03/31  12:00:00,2.25,11.8813398648085,1267200.,0.0,-1267200.,6.,0.0 
 03/31  13:00:00,3.625,11.9283605376985,1267200.,0.0,-1267200.,6.,0.0 
 03/31  14:00:00,5.0625,12.2996894278514,1267200.,0.0,-1267200.,6.,0.0 
 03/31  15:00:00,6.5125,12.6850312569754,1267200.,0.0,-1267200.,6.,0.0 
 03/31  16:00:00,7.5,12.9072607747203,1267200.,0.0,-1267200.,6.,0.0 
 03/31  17:00:00,7.925,12.883277621775,1267200.,0.0,-1267200.,6.,0.0 
 03/31  18:00:00,8.,12.4505413065466,1267200.,0.0,-1267200.,6.,0.0 
 03/31  19:00:00,7.375,11.7127110892309,1267200.,0.0,-1267200.,6.,0.0 
 03/31  20:00:00,5.75,11.2091817985631,1267200.,0.0,-1267200.,6.,0.0 
 03/31  21:00:00,5.625,10.9913644822596,1267200.,0.0,-1267200.,6.,0.0 
 03/31  22:00:00,6.,10.9196560086901,1267200.,0.0,-1267200.,6.,0.0 
 03/31  23:00:00,6.,10.7962395100111,1267200.,0.0,-1267200.,6.,0.0 
 03/31  24:00:00,6.,10.6602193478772,1267200.,0.0,-1267200.,6.,0.0 
 04/01  01:00:00,6.,10.5238132487249,1267200.,0.0,-1267200.,7.,0.0 
 04/01  02:00:00,6.,10.3850697619185,1267200.,0.0,-1267200.,7.,0.0 
 04/01  03:00:00,6.,10.2376998627258,1267200.,0.0,-1267200.,7.,0.0 
 04/01  04:00:00,6.,10.0798522840939,1267200.,0.0,-1267200.,7.,0.0 
 04/01  05:00:00,7.25,9.98383948035012,1267200.,0.0,-1267200.,7.,0.0 
 04/01  06:00:00,8.,10.0044124541603,1267200.,0.0,-1267200.,7.,0.0 
 04/01  07:00:00,8.,10.236211603343,1267200.,0.0,-1267200.,7.,0.0 
 04/01  08:00:00,13.,11.1737571056711,1267200.,0.0,-1267200.,7.,0.0 
 04/01  09:00:00,17.25,12.7299205246785,1267200.,0.0,-1267200.,7.,0.0 
 04/01  10:00:00,19.875,14.0827101502505,1267200.,0.0,-1267200.,7.,0.0 
 04/01  11:00:00,21.625,14.5823243673539,1267200.,0.0,-1267200.,7.,0.0 
 04/01  12:00:00,22.625,15.1506177452175,1267200.,0.0,-1267200.,7.,0.0 
 04/01  13:00:00,23.625,15.6217860034983,1267200.,0.0,-1267200.,7.,0.0 
 04/01  14:00:00,24.,15.9861376777171,1267200.,0.0,-1267200.,7.,0.0 
 04/01  15:00:00,24.,16.3981446566416,1267200.,0.0,-1267200.,7.,0.0 
 04/01  16:00:00,23.375,16.4230639816025,1267200.,0.0,-1267200.,7.,0.0 
 04/01  17:00:00,23.,16.5222010503603,1267200.,0.0,-1267200.,7.,0.0 
 04/01  18:00:00,21.75,16.4584326519287,1267200.,0.0,-1267200.,7.,0.0 
 04/01  19:00:00,19.125,16.0046404948729,1267200.,0.0,-1267200.,7.,0.0 
 04/01  20:00:00,16.75,15.62121059923,1267200.,0.0,-1267200.,7.,0.0 
 04/01  21:00:00,14.75,15.3917897534898,1267200.,0.0,-1267200.,7.,0.0 
 04/01  22:00:00,12.75,15.1943848211687,1267200.,0.0,-1267200.,7.,0.0 
 04/01  23:00:00,12.,15.021122963349,1267200.,0.0,-1267200.,7.,0.0 
 04/01  24:00:00,11.375,14.8809542399952,1267200.,0.0,-1267200.,7.,0.0 
 04/02  01:00:00,10.375,14.6629813853458,1267200.,0.0,-1267200.,1.,0.0 
 04/02  02:00:00,8.75,14.4514080905169,1267200.,0.0,-1267200.,1.,0.0 
 04/02  03:00:00,7.375,14.1995100845892,1267200.,0.0,-1267200.,1.,0.0 
 04/02  04:00:00,7.625,13.9963283516485,1267200.,0.0,-1267200.,1.,0.0 
 04/02  05:00:00,7.375,13.8533906249709,1267200.,0.0,-1267200.,1.,0.0 
 04/02  06:00:00,6.375,13.6494772160624,1267200.,0.0,-1267200.,1.,0.0 
 04/02  07:00:00,5.375,13.7448581789428,1267200.,0.0,-1267200.,1.,0.0 
 04/02  08:00:00,5.,13.9374007190079,1267200.,0.0,-1267200.,1.,0.0 
 04/02  09:00:00,5.625,13.8272708018899,1267200.,0.0,-1267200.,1.,0.0 
 04/02  10:00:00,6.625,13.8636100408071,1267200.,0.0,-1267200.,1.,0.0 
 04/02  11:00:00,8.25,13.9633145055372,1267200.,0.0,-1267200.,1.,0.0 
 04/02  12:00:00,9.625,14.3675682227091,1267200.,0.0,-1267200.,1.,0.0 
 04/02  13:00:00,11.25,14.9576525989053,1267200.,0.0,-1267200.,1.,0.0 
