Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Hourly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Hourly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Hourly),Environment:Site Day Type Index [](Hourly),Environment:Site Daylight Saving Time Status [](Hourly) 
 12/21  01:00:00,-15.5,-18.2111949050855,1267200.,0.0,-1267200.,10.,0.0 
 12/21  02:00:00,-15.5,-18.2112761386531,1267200.,0.0,-1267200.,10.,0.0 
 12/21  03:00:00,-15.5,-18.2113560890345,1267200.,0.0,-1267200.,10.,0.0 
 12/21  04:00:00,-15.5,-18.2114347764716,1267200.,0.0,-1267200.,10.,0.0 
 12/21  05:00:00,-15.5,-18.2115122208884,1267200.,0.0,-1267200.,10.,0.0 
 12/21  06:00:00,-15.5,-18.2115884418953,1267200.,0.0,-1267200.,10.,0.0 
 12/21  07:00:00,-15.5,-18.2116634587942,1267200.,0.0,-1267200.,10.,0.0 
 12/21  08:00:00,-15.5,-18.2117372905834,1267200.,0.0,-1267200.,10.,0.0 
 12/21  09:00:00,-15.5,-18.2118099559623,1267200.,0.0,-1267200.,10.,0.0 
 12/21  10:00:00,-15.5,-18.2118814733362,1267200.,0.0,-1267200.,10.,0.0 
 12/21  11:00:00,-15.5,-18.2119518608204,1267200.,0.0,-1267200.,10.,0.0 
 12/21  12:00:00,-15.5,-18.2120211362455,1267200.,0.0,-1267200.,10.,0.0 
 12/21  13:00:00,-15.5,-18.2120893171611,1267200.,0.0,-1267200.,10.,0.0 
 12/21  14:00:00,-15.5,-18.2121564208408,1267200.,0.0,-1267200.,10.,0.0 
 12/21  15:00:00,-15.5,-18.2122224642861,1267200.,0.0,-1267200.,10.,0.0 
 12/21  16:00:00,-15.5,-18.2122874642309,1267200.,0.0,-1267200.,10.,0.0 
 12/21  17:00:00,-15.5,-18.2123514371455,1267200.,0.0,-1267200.,10.,0.0 
 12/21  18:00:00,-15.5,-18.2124143992411,1267200.,0.0,-1267200.,10.,0.0 
 12/21  19:00:00,-15.5,-18.2124763664733,1267200.,0.0,-1267200.,10.,0.0 
 12/21  20:00:00,-15.5,-18.2125373545464,1267200.,0.0,-1267200.,10.,0.0 
 12/21  21:00:00,-15.5,-18.2125973789177,1267200.,0.0,-1267200.,10.,0.0 
 12/21  22:00:00,-15.5,-18.2126564548006,1267200.,0.0,-1267200.,10.,0.0 
 12/21  23:00:00,-15.5,-18.2127145971689,1267200.,0.0,-1267200.,10.,0.0 
 12/21  24:00:00,-15.5,-18.2127718207607,1267200.,0.0,-1267200.,10.,0.0 
 07/21  01:00:00,18.966,29.0758602833398,1267200.,0.0,-1267200.,9.,0.0 
 07/21  02:00:00,18.244,28.789839858684,1267200.,0.0,-1267200.,9.,0.0 
 07/21  03:00:00,17.731,28.5119621668608,1267200.,0.0,-1267200.,9.,0.0 
 07/21  04:00:00,17.275,28.2368693772544,1267200.,0.0,-1267200.,9.,0.0 
 07/21  05:00:00,16.914,27.962827088917,1267200.,0.0,-1267200.,9.,0.0 
 07/21  06:00:00,16.99,27.8660084635985,1267200.,0.0,-1267200.,9.,0.0 
 07/21  07:00:00,17.769,28.1937425108709,1267200.,0.0,-1267200.,9.,0.0 
 07/21  08:00:00,19.783,28.5512612490869,1267200.,0.0,-1267200.,9.,0.0 
 07/21  09:00:00,22.557,29.0068549345696,1267200.,0.0,-1267200.,9.,0.0 
 07/21  10:00:00,25.255,29.5099190955108,1267200.,0.0,-1267200.,9.,0.0 
 07/21  11:00:00,27.649,29.959066995365,1267200.,0.0,-1267200.,9.,0.0 
 07/21  12:00:00,29.454,30.3207412972594,1267200.,0.0,-1267200.,9.,0.0 
 07/21  13:00:00,30.784,30.6432119122609,1267200.,0.0,-1267200.,9.,0.0 
 07/21  14:00:00,31.715,31.0669531088576,1267200.,0.0,-1267200.,9.,0.0 
 07/21  15:00:00,32.,31.4305080531397,1267200.,0.0,-1267200.,9.,0.0 
 07/21  16:00:00,31.43,31.6435153333216,1267200.,0.0,-1267200.,9.,0.0 
 07/21  17:00:00,30.328,31.6958354786375,1267200.,0.0,-1267200.,9.,0.0 
 07/21  18:00:00,28.922,31.6232853953908,1267200.,0.0,-1267200.,9.,0.0 
 07/21  19:00:00,26.927,31.2122361356983,1267200.,0.0,-1267200.,9.,0.0 
 07/21  20:00:00,25.027,30.5203981429155,1267200.,0.0,-1267200.,9.,0.0 
 07/21  21:00:00,23.545,30.1830202016272,1267200.,0.0,-1267200.,9.,0.0 
 07/21  22:00:00,22.177,29.9158985977945,1267200.,0.0,-1267200.,9.,0.0 
 07/21  23:00:00,20.999,29.6421533167809,1267200.,0.0,-1267200.,9.,0.0 
 07/21  24:00:00,19.935,29.3645689377627,1267200.,0.0,-1267200.,9.,0.0 
 01/01  01:00:00,-4.5,-0.67576026641246,1267200.,0.0,-1267200.,1.,0.0 
 01/01  02:00:00,-3.,-0.698850113855547,1267200.,0.0,-1267200.,1.,0.0 
 01/01  03:00:00,-3.625,-0.747743086192338,1267200.,0.0,-1267200.,1.,0.0 
 01/01  04:00:00,-2.75,-0.839764239613117,1267200.,0.0,-1267200.,1.,0.0 
 01/01  05:00:00,-2.,-0.775905558324407,1267200.,0.0,-1267200.,1.,0.0 
 01/01  06:00:00,-1.375,-0.770896991559969,1267200.,0.0,-1267200.,1.,0.0 
 01/01  07:00:00,-1.,-0.799256465691055,1267200.,0.0,-1267200.,1.,0.0 
 01/01  08:00:00,-1.,-0.631895138172592,1267200.,0.0,-1267200.,1.,0.0 
 01/01  09:00:00,-0.375,0.274700802245961,1267200.,0.0,-1267200.,1.,0.0 
 01/01  10:00:00,1.25,0.444682105960104,1267200.,0.0,-1267200.,1.,0.0 
 01/01  11:00:00,2.,1.26869343274106,1267200.,0.0,-1267200.,1.,0.0 
 01/01  12:00:00,1.375,1.48749059753507,1267200.,0.0,-1267200.,1.,0.0 
 01/01  13:00:00,2.25,1.18439468469055,1267200.,0.0,-1267200.,1.,0.0 
 01/01  14:00:00,2.375,1.10609146729669,1267200.,0.0,-1267200.,1.,0.0 
 01/01  15:00:00,1.375,0.897103568662029,1267200.,0.0,-1267200.,1.,0.0 
 01/01  16:00:00,1.,0.757021944693394,1267200.,0.0,-1267200.,1.,0.0 
 01/01  17:00:00,0.375,0.766626414489565,1267200.,0.0,-1267200.,1.,0.0 
 01/01  18:00:00,-0.625,0.537255504257903,1267200.,0.0,-1267200.,1.,0.0 
 01/01  19:00:00,-1.625,0.358614966771974,1267200.,0.0,-1267200.,1.,0.0 
 01/01  20:00:00,-3.25,0.187046800865228,1267200.,0.0,-1267200.,1.,0.0 
 01/01  21:00:00,-4.625,-2.160136605703610E-002,1267200.,0.0,-1267200.,1.,0.0 
 01/01  22:00:00,-5.625,-0.222963433671753,1267200.,0.0,-1267200.,1.,0.0 
 01/01  23:00:00,-6.625,-0.424650431763244,1267200.,0.0,-1267200.,1.,0.0 
 01/01  24:00:00,-7.,-0.600731694999433,1267200.,0.0,-1267200.,1.,0.0 
 01/02  01:00:00,-8.25,-0.821674443499518,1267200.,0.0,-1267200.,2.,0.0 
 01/02  02:00:00,-9.625,-1.24487055245028,1267200.,0.0,-1267200.,2.,0.0 
 01/02  03:00:00,-10.,-1.54754729350857,1267200.,0.0,-1267200.,2.,0.0 
 01/02  04:00:00,-10.625,-1.72111903885685,1267200.,0.0,-1267200.,2.,0.0 
 01/02  05:00:00,-11.625,-1.93351404629715,1267200.,0.0,-1267200.,2.,0.0 
 01/02  06:00:00,-13.875,-2.27896800655513,1267200.,0.0,-1267200.,2.,0.0 
 01/02  07:00:00,-14.375,-2.66603363843908,1267200.,0.0,-1267200.,2.,0.0 
 01/02  08:00:00,-13.375,-2.79124771442401,1267200.,0.0,-1267200.,2.,0.0 
 01/02  09:00:00,-11.75,-2.46819716397284,1267200.,0.0,-1267200.,2.,0.0 
 01/02  10:00:00,-8.5,-2.36613763894017,1267200.,0.0,-1267200.,2.,0.0 
 01/02  11:00:00,-6.375,-2.2072675186268,1267200.,0.0,-1267200.,2.,0.0 
 01/02  12:00:00,-6.,-1.19996477552554,1267200.,0.0,-1267200.,2.,0.0 
 01/02  13:00:00,-5.375,-0.744266552113541,1267200.,0.0,-1267200.,2.,0.0 
 01/02  14:00:00,-5.,-1.15667579291351,1267200.,0.0,-1267200.,2.,0.0 
 01/02  15:00:00,-5.625,-0.419294233452053,1267200.,0.0,-1267200.,2.,0.0 
 01/02  16:00:00,-6.625,-0.899298617406317,1267200.,0.0,-1267200.,2.,0.0 
 01/02  17:00:00,-7.625,-1.64532394501747,1267200.,0.0,-1267200.,2.,0.0 
 01/02  18:00:00,-8.,-2.10725727009825,1267200.,0.0,-1267200.,2.,0.0 
 01/02  19:00:00,-8.625,-2.29909008556424,1267200.,0.0,-1267200.,2.,0.0 
 01/02  20:00:00,-10.25,-2.52144768674737,1267200.,0.0,-1267200.,2.,0.0 
 01/02  21:00:00,-11.,-2.78650319803223,1267200.,0.0,-1267200.,2.,0.0 
 01/02  22:00:00,-11.,-3.01113182034593,1267200.,0.0,-1267200.,2.,0.0 
 01/02  23:00:00,-11.625,-3.21575342115233,1267200.,0.0,-1267200.,2.,0.0 
 01/02  24:00:00,-12.,-3.42365156576449,1267200.,0.0,-1267200.,2.,0.0 
 01/03  01:00:00,-12.625,-3.64313355571417,1267200.,0.0,-1267200.,3.,0.0 
 01/03  02:00:00,-13.125,-3.88823038548085,1267200.,0.0,-1267200.,3.,0.0 
 01/03  03:00:00,-13.45,-4.0987487206072,1267200.,0.0,-1267200.,3.,0.0 
 01/03  04:00:00,-13.85,-4.31519959888664,1267200.,0.0,-1267200.,3.,0.0 
 01/03  05:00:00,-14.,-4.53304010629266,1267200.,0.0,-1267200.,3.,0.0 
 01/03  06:00:00,-14.,-4.74799101749259,1267200.,0.0,-1267200.,3.,0.0 
 01/03  07:00:00,-14.,-4.97899960731241,1267200.,0.0,-1267200.,3.,0.0 
 01/03  08:00:00,-15.875,-5.08659372642661,1267200.,0.0,-1267200.,3.,0.0 
 01/03  09:00:00,-14.5,-4.1846542344117,1267200.,0.0,-1267200.,3.,0.0 
 01/03  10:00:00,-11.75,-3.0183642630911,1267200.,0.0,-1267200.,3.,0.0 
 01/03  11:00:00,-9.75,-3.15180716626144,1267200.,0.0,-1267200.,3.,0.0 
 01/03  12:00:00,-8.375,-2.9891652445819,1267200.,0.0,-1267200.,3.,0.0 
 01/03  13:00:00,-7.375,-2.30323427774438,1267200.,0.0,-1267200.,3.,0.0 
 01/03  14:00:00,-7.0625,-1.57887600137435,1267200.,0.0,-1267200.,3.,0.0 
 01/03  15:00:00,-7.5375,-1.03199569936462,1267200.,0.0,-1267200.,3.,0.0 
 01/03  16:00:00,-8.55,-1.01087290932679,1267200.,0.0,-1267200.,3.,0.0 
 01/03  17:00:00,-9.,-2.06439247488279,1267200.,0.0,-1267200.,3.,0.0 
 01/03  18:00:00,-9.,-3.14788842006551,1267200.,0.0,-1267200.,3.,0.0 
 01/03  19:00:00,-9.,-3.39465460053638,1267200.,0.0,-1267200.,3.,0.0 
 01/03  20:00:00,-9.,-3.54561536278236,1267200.,0.0,-1267200.,3.,0.0 
 01/03  21:00:00,-8.375,-3.63145090289812,1267200.,0.0,-1267200.,3.,0.0 
 01/03  22:00:00,-8.625,-3.70452820076566,1267200.,0.0,-1267200.,3.,0.0 
 01/03  23:00:00,-9.,-3.88844489489664,1267200.,0.0,-1267200.,3.,0.0 
 01/03  24:00:00,-9.,-4.0340014164014,1267200.,0.0,-1267200.,3.,0.0 
 01/04  01:00:00,-8.375,-4.15043008147446,1267200.,0.0,-1267200.,4.,0.0 
 01/04  02:00:00,-9.25,-4.33220556123606,1267200.,0.0,-1267200.,4.,0.0 
 01/04  03:00:00,-9.375,-4.58559889468933,1267200.,0.0,-1267200.,4.,0.0 
 01/04  04:00:00,-9.625,-4.61786069345453,1267200.,0.0,-1267200.,4.,0.0 
 01/04  05:00:00,-8.75,-4.68785522784,1267200.,0.0,-1267200.,4.,0.0 
 01/04  06:00:00,-9.,-4.77286385218943,1267200.,0.0,-1267200.,4.,0.0 
 01/04  07:00:00,-10.475,-4.98641914317797,1267200.,0.0,-1267200.,4.,0.0 
 01/04  08:00:00,-9.125,-5.10729067197058,1267200.,0.0,-1267200.,4.,0.0 
 01/04  09:00:00,-5.5,-4.883693389678,1267200.,0.0,-1267200.,4.,0.0 
 01/04  10:00:00,-2.125,-3.88767741900655,1267200.,0.0,-1267200.,4.,0.0 
 01/04  11:00:00,-0.375,-3.24119004956526,1267200.,0.0,-1267200.,4.,0.0 
 01/04  12:00:00,0.625,-3.410829536288,1267200.,0.0,-1267200.,4.,0.0 
 01/04  13:00:00,1.625,-3.29238112007743,1267200.,0.0,-1267200.,4.,0.0 
 01/04  14:00:00,2.625,-1.8569921732448,1267200.,0.0,-1267200.,4.,0.0 
 01/04  15:00:00,3.625,-1.16553056392455,1267200.,0.0,-1267200.,4.,0.0 
 01/04  16:00:00,2.75,-1.10215186493393,1267200.,0.0,-1267200.,4.,0.0 
 01/04  17:00:00,1.375,-1.53032239931906,1267200.,0.0,-1267200.,4.,0.0 
 01/04  18:00:00,1.,-2.25952275674017,1267200.,0.0,-1267200.,4.,0.0 
 01/04  19:00:00,1.,-2.47452510313208,1267200.,0.0,-1267200.,4.,0.0 
 01/04  20:00:00,-0.25,-2.6427433537755,1267200.,0.0,-1267200.,4.,0.0 
 01/04  21:00:00,-1.,-2.74288766466627,1267200.,0.0,-1267200.,4.,0.0 
 01/04  22:00:00,0.875,-2.6150362590948,1267200.,0.0,-1267200.,4.,0.0 
 01/04  23:00:00,2.,-2.41754611762252,1267200.,0.0,-1267200.,4.,0.0 
 01/04  24:00:00,2.,-2.334004802705,1267200.,0.0,-1267200.,4.,0.0 
 01/05  01:00:00,2.625,-2.27394072632432,1267200.,0.0,-1267200.,5.,0.0 
 01/05  02:00:00,3.,-2.17948170923249,1267200.,0.0,-1267200.,5.,0.0 
 01/05  03:00:00,3.625,-2.1027990592499,1267200.,0.0,-1267200.,5.,0.0 
 01/05  04:00:00,4.625,-1.89487697250196,1267200.,0.0,-1267200.,5.,0.0 
 01/05  05:00:00,4.375,-1.72250927895872,1267200.,0.0,-1267200.,5.,0.0 
 01/05  06:00:00,2.75,-1.73396052269763,1267200.,0.0,-1267200.,5.,0.0 
 01/05  07:00:00,2.,-1.83615732691304,1267200.,0.0,-1267200.,5.,0.0 
 01/05  08:00:00,2.625,-1.87603774536921,1267200.,0.0,-1267200.,5.,0.0 
 01/05  09:00:00,3.625,-1.66576446863507,1267200.,0.0,-1267200.,5.,0.0 
 01/05  10:00:00,5.1875,-1.27102194581942,1267200.,0.0,-1267200.,5.,0.0 
 01/05  11:00:00,6.5875,-0.108483063311488,1267200.,0.0,-1267200.,5.,0.0 
 01/05  12:00:00,7.,0.77171590712883,1267200.,0.0,-1267200.,5.,0.0 
 01/05  13:00:00,7.,1.0605177060717,1267200.,0.0,-1267200.,5.,0.0 
 01/05  14:00:00,7.625,1.18866007812025,1267200.,0.0,-1267200.,5.,0.0 
 01/05  15:00:00,8.,1.49286764463047,1267200.,0.0,-1267200.,5.,0.0 
 01/05  16:00:00,7.375,1.76817210213801,1267200.,0.0,-1267200.,5.,0.0 
 01/05  17:00:00,6.375,1.55491492714243,1267200.,0.0,-1267200.,5.,0.0 
 01/05  18:00:00,4.75,0.980867527893121,1267200.,0.0,-1267200.,5.,0.0 
 01/05  19:00:00,3.375,0.640743161081664,1267200.,0.0,-1267200.,5.,0.0 
 01/05  20:00:00,2.375,0.306029150434816,1267200.,0.0,-1267200.,5.,0.0 
 01/05  21:00:00,3.25,0.290070781729411,1267200.,0.0,-1267200.,5.,0.0 
 01/05  22:00:00,0.875,0.359325637247414,1267200.,0.0,-1267200.,5.,0.0 
 01/05  23:00:00,0.25,0.224162696518884,1267200.,0.0,-1267200.,5.,0.0 
 01/05  24:00:00,1.,0.224674929383104,1267200.,0.0,-1267200.,5.,0.0 
 01/06  01:00:00,1.625,0.221915085936343,1267200.,0.0,-1267200.,6.,0.0 
 01/06  02:00:00,2.625,0.23734040035823,1267200.,0.0,-1267200.,6.,0.0 
 01/06  03:00:00,4.875,0.343244647738991,1267200.,0.0,-1267200.,6.,0.0 
 01/06  04:00:00,4.75,0.606425884361271,1267200.,0.0,-1267200.,6.,0.0 
 01/06  05:00:00,0.875,0.483099801806803,1267200.,0.0,-1267200.,6.,0.0 
 01/06  06:00:00,2.125,0.269961171584098,1267200.,0.0,-1267200.,6.,0.0 
 01/06  07:00:00,3.375,0.396720485808233,1267200.,0.0,-1267200.,6.,0.0 
 01/06  08:00:00,1.75,0.392295667991156,1267200.,0.0,-1267200.,6.,0.0 
 01/06  09:00:00,4.125,0.93417193378729,1267200.,0.0,-1267200.,6.,0.0 
 01/06  10:00:00,7.875,2.33778478600111,1267200.,0.0,-1267200.,6.,0.0 
 01/06  11:00:00,9.625,3.49761808893673,1267200.,0.0,-1267200.,6.,0.0 
 01/06  12:00:00,10.625,4.36116784018221,1267200.,0.0,-1267200.,6.,0.0 
 01/06  13:00:00,11.625,4.8561744722059,1267200.,0.0,-1267200.,6.,0.0 
 01/06  14:00:00,12.,5.17041437451213,1267200.,0.0,-1267200.,6.,0.0 
 01/06  15:00:00,12.,5.24304832709232,1267200.,0.0,-1267200.,6.,0.0 
 01/06  16:00:00,11.375,5.63769371436865,1267200.,0.0,-1267200.,6.,0.0 
 01/06  17:00:00,6.625,5.28227045469432,1267200.,0.0,-1267200.,6.,0.0 
 01/06  18:00:00,2.125,4.25714915046207,1267200.,0.0,-1267200.,6.,0.0 
 01/06  19:00:00,-0.25,3.59482151079776,1267200.,0.0,-1267200.,6.,0.0 
 01/06  20:00:00,-2.25,3.23352678255101,1267200.,0.0,-1267200.,6.,0.0 
 01/06  21:00:00,-3.,2.93218328714424,1267200.,0.0,-1267200.,6.,0.0 
 01/06  22:00:00,-3.,2.8523623270889,1267200.,0.0,-1267200.,6.,0.0 
 01/06  23:00:00,-3.625,2.71707146486234,1267200.,0.0,-1267200.,6.,0.0 
 01/06  24:00:00,-4.,2.5190264895442,1267200.,0.0,-1267200.,6.,0.0 
 01/07  01:00:00,-4.,2.30766452302997,1267200.,0.0,-1267200.,7.,0.0 
 01/07  02:00:00,-4.625,2.11821970187028,1267200.,0.0,-1267200.,7.,0.0 
 01/07  03:00:00,-4.375,1.93217756644217,1267200.,0.0,-1267200.,7.,0.0 
 01/07  04:00:00,-2.125,1.9007120051616,1267200.,0.0,-1267200.,7.,0.0 
 01/07  05:00:00,-1.,1.92713519218163,1267200.,0.0,-1267200.,7.,0.0 
 01/07  06:00:00,0.25,1.92931708167531,1267200.,0.0,-1267200.,7.,0.0 
 01/07  07:00:00,2.25,2.00745547524345,1267200.,0.0,-1267200.,7.,0.0 
 01/07  08:00:00,1.75,2.15234412740229,1267200.,0.0,-1267200.,7.,0.0 
 01/07  09:00:00,1.625,2.84366713684633,1267200.,0.0,-1267200.,7.,0.0 
 01/07  10:00:00,5.125,3.95366177158419,1267200.,0.0,-1267200.,7.,0.0 
 01/07  11:00:00,8.875,5.41612871755716,1267200.,0.0,-1267200.,7.,0.0 
 01/07  12:00:00,11.25,6.16700163321921,1267200.,0.0,-1267200.,7.,0.0 
 01/07  13:00:00,12.625,6.39337030163134,1267200.,0.0,-1267200.,7.,0.0 
 01/07  14:00:00,13.,6.985628332681,1267200.,0.0,-1267200.,7.,0.0 
 01/07  15:00:00,13.,7.19121743551034,1267200.,0.0,-1267200.,7.,0.0 
 01/07  16:00:00,9.25,7.03613925489702,1267200.,0.0,-1267200.,7.,0.0 
 01/07  17:00:00,5.125,6.43085375727707,1267200.,0.0,-1267200.,7.,0.0 
 01/07  18:00:00,2.75,5.6478807828031,1267200.,0.0,-1267200.,7.,0.0 
 01/07  19:00:00,0.125,5.04736689881897,1267200.,0.0,-1267200.,7.,0.0 
 01/07  20:00:00,-1.625,4.68459881481761,1267200.,0.0,-1267200.,7.,0.0 
 01/07  21:00:00,-1.375,4.49985569659724,1267200.,0.0,-1267200.,7.,0.0 
 01/07  22:00:00,-1.,4.38185974316887,1267200.,0.0,-1267200.,7.,0.0 
 01/07  23:00:00,-1.,4.22765883526562,1267200.,0.0,-1267200.,7.,0.0 
 01/07  24:00:00,-1.625,4.07054771030511,1267200.,0.0,-1267200.,7.,0.0 
 01/08  01:00:00,-1.375,3.93985864026067,1267200.,0.0,-1267200.,1.,0.0 
 01/08  02:00:00,-1.625,3.83872644173158,1267200.,0.0,-1267200.,1.,0.0 
 01/08  03:00:00,-1.375,3.68313296296175,1267200.,0.0,-1267200.,1.,0.0 
 01/08  04:00:00,-1.,3.60184479616318,1267200.,0.0,-1267200.,1.,0.0 
 01/08  05:00:00,-1.625,3.47150159647384,1267200.,0.0,-1267200.,1.,0.0 
 01/08  06:00:00,-2.,3.29420874065833,1267200.,0.0,-1267200.,1.,0.0 
 01/08  07:00:00,-2.,3.16322283983623,1267200.,0.0,-1267200.,1.,0.0 
 01/08  08:00:00,-2.,3.18747890569468,1267200.,0.0,-1267200.,1.,0.0 
 01/08  09:00:00,-2.625,3.82028960393325,1267200.,0.0,-1267200.,1.,0.0 
 01/08  10:00:00,-2.375,3.91408092858496,1267200.,0.0,-1267200.,1.,0.0 
 01/08  11:00:00,-2.,3.5646137315754,1267200.,0.0,-1267200.,1.,0.0 
 01/08  12:00:00,-2.,3.47825226560202,1267200.,0.0,-1267200.,1.,0.0 
 01/08  13:00:00,-1.375,3.64024837425556,1267200.,0.0,-1267200.,1.,0.0 
 01/08  14:00:00,0.25,4.16144539942482,1267200.,0.0,-1267200.,1.,0.0 
 01/08  15:00:00,1.,5.07856457596943,1267200.,0.0,-1267200.,1.,0.0 
 01/08  16:00:00,0.375,5.3774817865643,1267200.,0.0,-1267200.,1.,0.0 
 01/08  17:00:00,-1.875,4.7052460101027,1267200.,0.0,-1267200.,1.,0.0 
 01/08  18:00:00,-4.25,3.83570408954202,1267200.,0.0,-1267200.,1.,0.0 
 01/08  19:00:00,-5.625,3.1896399440685,1267200.,0.0,-1267200.,1.,0.0 
 01/08  20:00:00,-6.,2.88035175755339,1267200.,0.0,-1267200.,1.,0.0 
 01/08  21:00:00,-6.,2.63026583796942,1267200.,0.0,-1267200.,1.,0.0 
 01/08  22:00:00,-4.75,2.47632625810273,1267200.,0.0,-1267200.,1.,0.0 
 01/08  23:00:00,-4.625,2.41411734586622,1267200.,0.0,-1267200.,1.,0.0 
 01/08  24:00:00,-4.375,2.22049861334111,1267200.,0.0,-1267200.,1.,0.0 
 01/09  01:00:00,-5.25,2.0460908596208,1267200.,0.0,-1267200.,2.,0.0 
 01/09  02:00:00,-4.125,1.83328337753351,1267200.,0.0,-1267200.,2.,0.0 
 01/09  03:00:00,-2.375,1.83542092754262,1267200.,0.0,-1267200.,2.,0.0 
 01/09  04:00:00,-2.,1.74701843577801,1267200.,0.0,-1267200.,2.,0.0 
 01/09  05:00:00,-2.,1.62062523172814,1267200.,0.0,-1267200.,2.,0.0 
 01/09  06:00:00,-3.25,1.4391002403013,1267200.,0.0,-1267200.,2.,0.0 
 01/09  07:00:00,-5.25,1.09543228386161,1267200.,0.0,-1267200.,2.,0.0 
 01/09  08:00:00,-4.125,1.08258775092561,1267200.,0.0,-1267200.,2.,0.0 
 01/09  09:00:00,-0.5,2.61725228739471,1267200.,0.0,-1267200.,2.,0.0 
 01/09  10:00:00,2.875,3.89186690549062,1267200.,0.0,-1267200.,2.,0.0 
 01/09  11:00:00,5.25,4.69639166365971,1267200.,0.0,-1267200.,2.,0.0 
 01/09  12:00:00,7.25,5.03248710374844,1267200.,0.0,-1267200.,2.,0.0 
 01/09  13:00:00,8.,5.26009560495449,1267200.,0.0,-1267200.,2.,0.0 
 01/09  14:00:00,8.,5.49599109370969,1267200.,0.0,-1267200.,2.,0.0 
 01/09  15:00:00,8.625,5.71009938047028,1267200.,0.0,-1267200.,2.,0.0 
 01/09  16:00:00,7.75,5.88771425624117,1267200.,0.0,-1267200.,2.,0.0 
 01/09  17:00:00,4.5,5.44838718315005,1267200.,0.0,-1267200.,2.,0.0 
 01/09  18:00:00,2.375,4.50887220287209,1267200.,0.0,-1267200.,2.,0.0 
 01/09  19:00:00,1.4375,4.00858319087459,1267200.,0.0,-1267200.,2.,0.0 
 01/09  20:00:00,-0.15,3.76577941125457,1267200.,0.0,-1267200.,2.,0.0 
 01/09  21:00:00,0.4125,3.59830092460203,1267200.,0.0,-1267200.,2.,0.0 
 01/09  22:00:00,1.2,3.56926882365291,1267200.,0.0,-1267200.,2.,0.0 
 01/09  23:00:00,1.825,3.5705488268895,1267200.,0.0,-1267200.,2.,0.0 
 01/09  24:00:00,1.6375,3.54165378243102,1267200.,0.0,-1267200.,2.,0.0 
 01/10  01:00:00,1.3,3.40808569434993,1267200.,0.0,-1267200.,3.,0.0 
 01/10  02:00:00,3.2375,3.37876138621364,1267200.,0.0,-1267200.,3.,0.0 
 01/10  03:00:00,4.4,3.54164112660984,1267200.,0.0,-1267200.,3.,0.0 
 01/10  04:00:00,3.15,3.51296072208077,1267200.,0.0,-1267200.,3.,0.0 
 01/10  05:00:00,4.3375,3.40050140558737,1267200.,0.0,-1267200.,3.,0.0 
 01/10  06:00:00,4.8125,3.47816607708476,1267200.,0.0,-1267200.,3.,0.0 
 01/10  07:00:00,3.9,3.40823933486687,1267200.,0.0,-1267200.,3.,0.0 
 01/10  08:00:00,4.85,3.52923541808194,1267200.,0.0,-1267200.,3.,0.0 
 01/10  09:00:00,6.85,4.90349765169762,1267200.,0.0,-1267200.,3.,0.0 
 01/10  10:00:00,9.5375,6.13425983531909,1267200.,0.0,-1267200.,3.,0.0 
 01/10  11:00:00,10.7,6.80934857567199,1267200.,0.0,-1267200.,3.,0.0 
 01/10  12:00:00,10.2,7.13142731068542,1267200.,0.0,-1267200.,3.,0.0 
 01/10  13:00:00,9.2125,7.35285660233672,1267200.,0.0,-1267200.,3.,0.0 
 01/10  14:00:00,6.3,7.56207752367565,1267200.,0.0,-1267200.,3.,0.0 
 01/10  15:00:00,4.2375,7.69357176299351,1267200.,0.0,-1267200.,3.,0.0 
 01/10  16:00:00,3.275,7.60624739324418,1267200.,0.0,-1267200.,3.,0.0 
 01/10  17:00:00,2.3375,6.93334354427944,1267200.,0.0,-1267200.,3.,0.0 
 01/10  18:00:00,1.375,6.05143750914612,1267200.,0.0,-1267200.,3.,0.0 
 01/10  19:00:00,1.,5.74332851957602,1267200.,0.0,-1267200.,3.,0.0 
 01/10  20:00:00,2.25,5.66322519643094,1267200.,0.0,-1267200.,3.,0.0 
 01/10  21:00:00,3.,5.65245693737307,1267200.,0.0,-1267200.,3.,0.0 
 01/10  22:00:00,3.625,5.55645730431033,1267200.,0.0,-1267200.,3.,0.0 
 01/10  23:00:00,4.,5.50374657385762,1267200.,0.0,-1267200.,3.,0.0 
 01/10  24:00:00,5.25,5.43826080682182,1267200.,0.0,-1267200.,3.,0.0 
 01/11  01:00:00,4.75,5.29803358439166,1267200.,0.0,-1267200.,4.,0.0 
 01/11  02:00:00,2.75,5.17180868732545,1267200.,0.0,-1267200.,4.,0.0 
 01/11  03:00:00,4.5,5.09651439235886,1267200.,0.0,-1267200.,4.,0.0 
 01/11  04:00:00,4.125,5.14942403146503,1267200.,0.0,-1267200.,4.,0.0 
 01/11  05:00:00,2.375,4.99815631305562,1267200.,0.0,-1267200.,4.,0.0 
 01/11  06:00:00,0.75,4.78918225454669,1267200.,0.0,-1267200.,4.,0.0 
 01/11  07:00:00,4.375,4.69097725621948,1267200.,0.0,-1267200.,4.,0.0 
