Date/Time,ZONE ONE:Zone Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 02/08  13:10:00,-12.1656916671039,-8.23285928433452 
 02/08  13:20:00,-12.3323583337705,-8.21312973979273 
 02/08  13:30:00,-12.4990250004372,-8.20063403689718 
 02/08  13:40:00,-12.6656916671039,-8.19039828775201 
 02/08  13:50:00,-12.8323583337705,-8.17904721231448 
 02/08  14:00:00,-12.9990250004372,-8.1668837202026 
 02/08  14:10:00,-13.1656916671039,-8.15316253112808 
 02/08  14:20:00,-13.3323583337705,-8.13825760832208 
 02/08  14:30:00,-13.4990250004372,-8.12136979431744 
 02/08  14:40:00,-13.6656916671039,-8.10931975972178 
 02/08  14:50:00,-13.8323583337705,-8.10762331974423 
 02/08  15:00:00,-13.9990250004372,-8.11925299502935 
 02/08  15:10:00,-13.9990250004372,-8.13763995868495 
 02/08  15:20:00,-13.9990250004372,-8.16099223652114 
 02/08  15:30:00,-13.9990250004372,-8.19111481343193 
 02/08  15:40:00,-13.9990250004372,-8.23095708338533 
 02/08  15:50:00,-13.9990250004372,-8.28193118933001 
 02/08  16:00:00,-13.9990250004372,-8.34404967609064 
 02/08  16:10:00,-13.9990250004372,-8.41608157876276 
 02/08  16:20:00,-13.9990250004372,-8.49701324264542 
 02/08  16:30:00,-13.9990250004372,-8.58646104552208 
 02/08  16:40:00,-13.9990250004372,-8.6831261531517 
 02/08  16:50:00,-13.9990250004372,-8.78590000271655 
 02/08  17:00:00,-13.9990250004372,-8.89435286073048 
 02/08  17:10:00,-13.9990250004372,-9.0084663286455 
 02/08  17:20:00,-13.9990250004372,-9.12828834697844 
 02/08  17:30:00,-13.9990250004372,-9.25363760961016 
 02/08  17:40:00,-13.9990250004372,-9.38055755061571 
 02/08  17:50:00,-13.9990250004372,-9.5055749893973 
 02/08  18:00:00,-13.9990250004372,-9.62739140446853 
 02/08  18:10:00,-13.9990250004372,-9.74600860983839 
 02/08  18:20:00,-13.9990250004372,-9.86150911611043 
 02/08  18:30:00,-13.9990250004372,-9.97371321959018 
 02/08  18:40:00,-13.9990250004372,-10.0823556974605 
 02/08  18:50:00,-13.9990250004372,-10.1872917424608 
 02/08  19:00:00,-13.9990250004372,-10.2885477270599 
 02/08  19:10:00,-13.9990250004372,-10.3863596503233 
 02/08  19:20:00,-13.9990250004372,-10.4810489450844 
 02/08  19:30:00,-13.9990250004372,-10.5729805472868 
 02/08  19:40:00,-13.9990250004372,-10.6625099356981 
 02/08  19:50:00,-13.9990250004372,-10.7499316171333 
 02/08  20:00:00,-13.9990250004372,-10.8354623492896 
 02/08  20:10:00,-13.9990250004372,-10.919238215249 
 02/08  20:20:00,-13.9990250004372,-11.0010776231394 
 02/08  20:30:00,-13.9990250004372,-11.0812321599639 
 02/08  20:40:00,-13.9990250004372,-11.1598938901145 
 02/08  20:50:00,-13.9990250004372,-11.2373731095607 
 02/08  21:00:00,-13.9990250004372,-11.3134424655146 
 02/08  21:10:00,-14.1656916671039,-11.3956500900515 
 02/08  21:20:00,-14.3323583337705,-11.4857423902559 
 02/08  21:30:00,-14.4990250004372,-11.5812124257484 
 02/08  21:40:00,-14.6656916671039,-11.6792509933047 
 02/08  21:50:00,-14.8323583337705,-11.7784542312407 
 02/08  22:00:00,-14.9990250004372,-11.8785964243477 
 02/08  22:10:00,-14.9990250004372,-11.9721024958791 
 02/08  22:20:00,-14.9990250004372,-12.0574876866179 
 02/08  22:30:00,-14.9990250004372,-12.1373275595161 
 02/08  22:40:00,-14.9990250004372,-12.2142064053701 
 02/08  22:50:00,-14.9990250004372,-12.2892641338215 
 02/08  23:00:00,-14.9990250004372,-12.3626068981141 
 02/08  23:10:00,-15.1656916671039,-12.4419096057514 
 02/08  23:20:00,-15.3323583337705,-12.5289707703417 
 02/08  23:30:00,-15.4990250004372,-12.6213590873042 
 02/08  23:40:00,-15.6656916671039,-12.7164014687084 
 02/08  23:50:00,-15.8323583337705,-12.8128421608844 
 02/08  24:00:00,-15.9990250004372,-12.9105621140979 
 02/09  00:10:00,-15.9990250004372,-13.0021597729781 
 02/09  00:20:00,-15.9990250004372,-13.0862419251915 
 02/09  00:30:00,-15.9990250004372,-13.1654250732325 
 02/09  00:40:00,-15.9990250004372,-13.2423335059204 
 02/09  00:50:00,-15.9990250004372,-13.3179820784267 
 02/09  01:00:00,-15.9990250004372,-13.3927097255858 
 02/09  01:10:00,-15.9990250004372,-13.4661227629591 
 02/09  01:20:00,-15.9990250004372,-13.5379252211534 
 02/09  01:30:00,-15.9990250004372,-13.608243140599 
 02/09  01:40:00,-15.9990250004372,-13.6769143065224 
 02/09  01:50:00,-15.9990250004372,-13.7437682143653 
 02/09  02:00:00,-15.9990250004372,-13.8087283543448 
 02/09  02:10:00,-16.1656916671039,-13.881634403815 
 02/09  02:20:00,-16.3323583337705,-13.9654992975999 
 02/09  02:30:00,-16.4990250004372,-14.0581796365079 
 02/09  02:40:00,-16.6656916671039,-14.1572231626968 
 02/09  02:50:00,-16.8323583337705,-14.262363050246 
 02/09  03:00:00,-16.9990250004372,-14.3749185879328 
 02/09  03:10:00,-17.3323583337705,-14.4971627243511 
 02/09  03:20:00,-17.6656916671039,-14.6294456487979 
 02/09  03:30:00,-17.9990250004372,-14.7709796388109 
 02/09  03:40:00,-18.3323583337705,-14.9184125103448 
 02/09  03:50:00,-18.6656916671039,-15.0691086142028 
 02/09  04:00:00,-18.9990250004372,-15.2215543549669 
 02/09  04:10:00,-19.3323583337705,-15.3759332777138 
 02/09  04:20:00,-19.6656916671039,-15.5322838120127 
 02/09  04:30:00,-19.9990250004372,-15.6905660439989 
 02/09  04:40:00,-20.3323583337705,-15.8509433011279 
 02/09  04:50:00,-20.6656916671039,-16.0137694223669 
 02/09  05:00:00,-20.9990250004372,-16.1794225554016 
 02/09  05:10:00,-20.9990250004372,-16.3321000121188 
 02/09  05:20:00,-20.9990250004372,-16.4692349101347 
 02/09  05:30:00,-20.9990250004372,-16.596474334833 
 02/09  05:40:00,-20.9990250004372,-16.718978262671 
 02/09  05:50:00,-20.9990250004372,-16.8387169354952 
 02/09  06:00:00,-20.9990250004372,-16.9556417061204 
 02/09  06:10:00,-21.1656916671039,-17.0778294300011 
 02/09  06:20:00,-21.3323583337705,-17.2069329170334 
 02/09  06:30:00,-21.4990250004372,-17.3403061904297 
 02/09  06:40:00,-21.6656916671039,-17.4752779347061 
 02/09  06:50:00,-21.8323583337705,-17.6107393901685 
 02/09  07:00:00,-21.9990250004372,-17.7467155264477 
 02/09  07:10:00,-21.4990250004372,-17.8512491381189 
 02/09  07:20:00,-20.9990250004372,-17.9177053904245 
 02/09  07:30:00,-20.4990250004372,-17.954779333452 
 02/09  07:40:00,-19.9990250004372,-17.9695328140941 
 02/09  07:50:00,-19.4990250004372,-17.9676026255477 
 02/09  08:00:00,-18.9990250004372,-17.9504530262959 
 02/09  08:10:00,-18.8323583337705,-17.9324463146386 
 02/09  08:20:00,-18.6656916671039,-17.9143699475528 
 02/09  08:30:00,-18.4990250004372,-17.8904303587406 
 02/09  08:40:00,-18.3323583337705,-17.8574327978816 
 02/09  08:50:00,-18.1656916671039,-17.8153988816803 
 02/09  09:00:00,-17.9990250004372,-17.7656916710306 
 02/09  09:10:00,-17.6656916671039,-17.6999325989433 
 02/09  09:20:00,-17.3323583337705,-17.6159770482285 
 02/09  09:30:00,-16.9990250004372,-17.5161533261388 
 02/09  09:40:00,-16.6656916671039,-17.4038354640979 
 02/09  09:50:00,-16.3323583337705,-17.2815064031045 
 02/09  10:00:00,-15.9990250004372,-17.1501663679059 
 02/09  10:10:00,-15.3323583337705,-16.9939870193362 
 02/09  10:20:00,-14.6656916671039,-16.8065941498809 
 02/09  10:30:00,-13.9990250004372,-16.5899961716864 
 02/09  10:40:00,-13.3323583337705,-16.3434235566748 
 02/09  10:50:00,-12.6656916671039,-16.0751971407099 
 02/09  11:00:00,-11.9990250004372,-15.7921867603299 
 02/09  11:10:00,-11.6656916671039,-15.5111447108899 
 02/09  11:20:00,-11.3323583337705,-15.2344054375263 
 02/09  11:30:00,-10.9990250004372,-14.9561653189302 
 02/09  11:40:00,-10.6656916671039,-14.6690417249883 
 02/09  11:50:00,-10.3323583337705,-14.3689067799652 
 02/09  12:00:00,-9.99902500043719,-14.0555082824878 
 02/09  12:10:00,-9.83235833377052,-13.7400172201616 
 02/09  12:20:00,-9.66569166710385,-13.4258799418554 
 02/09  12:30:00,-9.49902500043719,-13.1088323034941 
 02/09  12:40:00,-9.33235833377052,-12.7798568218125 
 02/09  12:50:00,-9.16569166710385,-12.4332669104565 
 02/09  13:00:00,-8.99902500043719,-12.0676869639476 
 02/09  13:10:00,-8.83235833377052,-11.6826955265436 
 02/09  13:20:00,-8.66569166710385,-11.2791829632894 
 02/09  13:30:00,-8.49902500043719,-10.8824185244015 
 02/09  13:40:00,-8.33235833377052,-10.5135709664628 
 02/09  13:50:00,-8.16569166710385,-10.1899519673427 
 02/09  14:00:00,-7.99902500043719,-9.91255750854451 
 02/09  14:10:00,-7.99902500043719,-9.67850576504748 
 02/09  14:20:00,-7.99902500043719,-9.47938147837099 
 02/09  14:30:00,-7.99902500043719,-9.30712078200166 
 02/09  14:40:00,-7.99902500043719,-9.14971778335734 
 02/09  14:50:00,-7.99902500043719,-8.99777364621516 
 02/09  15:00:00,-7.99902500043719,-8.84733371838364 
 02/09  15:10:00,-7.99902500043719,-8.6984369864046 
 02/09  15:20:00,-7.99902500043719,-8.54324600273577 
 02/09  15:30:00,-7.99902500043719,-8.3829344846497 
 02/09  15:40:00,-7.99902500043719,-8.19579777442848 
 02/09  15:50:00,-7.99902500043719,-7.97426944765753 
 02/09  16:00:00,-7.99902500043719,-7.7143239728181 
 02/09  16:10:00,-7.99902500043719,-7.43113816434834 
 02/09  16:20:00,-7.99902500043719,-7.14560753984424 
 02/09  16:30:00,-7.99902500043719,-6.87832145837041 
 02/09  16:40:00,-7.99902500043719,-6.66403577308955 
 02/09  16:50:00,-7.99902500043719,-6.5202832987369 
 02/09  17:00:00,-7.99902500043719,-6.44704233085497 
 02/09  17:10:00,-8.16569166710385,-6.44509443513287 
 02/09  17:20:00,-8.33235833377052,-6.50658106091817 
 02/09  17:30:00,-8.49902500043719,-6.61688192095267 
 02/09  17:40:00,-8.66569166710385,-6.7466822356427 
 02/09  17:50:00,-8.83235833377052,-6.87746397838313 
 02/09  18:00:00,-8.99902500043719,-6.99924995727834 
 02/09  18:10:00,-9.49902500043719,-7.12862789014718 
 02/09  18:20:00,-9.99902500043719,-7.27569650043531 
 02/09  18:30:00,-10.4990250004372,-7.43763341281708 
 02/09  18:40:00,-10.9990250004372,-7.60835691152359 
 02/09  18:50:00,-11.4990250004372,-7.78374787641934 
 02/09  19:00:00,-11.9990250004372,-7.96235545468691 
 02/09  19:10:00,-12.4990250004372,-8.14474927241468 
 02/09  19:20:00,-12.9990250004372,-8.33140607588148 
 02/09  19:30:00,-13.4990250004372,-8.52254520923274 
 02/09  19:40:00,-13.9990250004372,-8.71855073779012 
 02/09  19:50:00,-14.4990250004372,-8.91979215653736 
 02/09  20:00:00,-14.9990250004372,-9.12649798452799 
 02/09  20:10:00,-14.8323583337705,-9.30795438579707 
 02/09  20:20:00,-14.6656916671039,-9.45971140661595 
 02/09  20:30:00,-14.4990250004372,-9.59295122336943 
 02/09  20:40:00,-14.3323583337705,-9.71725291472981 
 02/09  20:50:00,-14.1656916671039,-9.8358216975953 
 02/09  21:00:00,-13.9990250004372,-9.94821968845606 
 02/09  21:10:00,-13.9990250004372,-10.0617404610506 
 02/09  21:20:00,-13.9990250004372,-10.1779921195804 
 02/09  21:30:00,-13.9990250004372,-10.2947532308516 
 02/09  21:40:00,-13.9990250004372,-10.4097807873854 
 02/09  21:50:00,-13.9990250004372,-10.5221738490702 
 02/09  22:00:00,-13.9990250004372,-10.6319887274067 
 02/09  22:10:00,-14.3323583337705,-10.7563994507698 
 02/09  22:20:00,-14.6656916671039,-10.8994985123238 
 02/09  22:30:00,-14.9990250004372,-11.0560523333592 
 02/09  22:40:00,-15.3323583337705,-11.2195929626657 
 02/09  22:50:00,-15.6656916671039,-11.3889388765067 
 02/09  23:00:00,-15.9990250004372,-11.5657981095205 
 02/09  23:10:00,-15.8323583337705,-11.7239540045325 
 02/09  23:20:00,-15.6656916671039,-11.8588699833967 
 02/09  23:30:00,-15.4990250004372,-11.9775847027421 
 02/09  23:40:00,-15.3323583337705,-12.0858685280865 
 02/09  23:50:00,-15.1656916671039,-12.1900679186875 
 02/09  24:00:00,-14.9990250004372,-12.2891615879734 
 02/10  00:10:00,-14.8323583337705,-12.3821197444477 
 02/10  00:20:00,-14.6656916671039,-12.4680003433543 
 02/10  00:30:00,-14.4990250004372,-12.5463709711081 
 02/10  00:40:00,-14.3323583337705,-12.6198087270614 
 02/10  00:50:00,-14.1656916671039,-12.6917013747255 
 02/10  01:00:00,-13.9990250004372,-12.7646203849945 
 02/10  01:10:00,-12.8323583337705,-12.7852589635131 
 02/10  01:20:00,-11.6656916671039,-12.7482415422938 
 02/10  01:30:00,-10.4990250004372,-12.6716579790101 
 02/10  01:40:00,-9.33235833377052,-12.562170673042 
 02/10  01:50:00,-8.16569166710385,-12.4140931134308 
 02/10  02:00:00,-6.99902500043719,-12.2203488993346 
 02/10  02:10:00,-6.16569166710385,-11.9912700789871 
 02/10  02:20:00,-5.33235833377052,-11.7452343730832 
 02/10  02:30:00,-4.49902500043719,-11.490246057385 
 02/10  02:40:00,-3.66569166710385,-11.2268600348853 
 02/10  02:50:00,-2.83235833377052,-10.9539956918037 
 02/10  03:00:00,-1.99902500043719,-10.6713782539783 
 02/10  03:10:00,-1.99902500043719,-10.4141457958567 
 02/10  03:20:00,-1.99902500043719,-10.1866839494229 
 02/10  03:30:00,-1.99902500043719,-9.97652299376568 
 02/10  03:40:00,-1.99902500043719,-9.77402460228383 
 02/10  03:50:00,-1.99902500043719,-9.57680228048315 
 02/10  04:00:00,-1.99902500043719,-9.38587820727144 
 02/10  04:10:00,-1.99902500043719,-9.20409999324713 
 02/10  04:20:00,-1.99902500043719,-9.05296110838469 
 02/10  04:30:00,-1.99902500043719,-8.91933809902677 
 02/10  04:40:00,-1.99902500043719,-8.79319600783882 
 02/10  04:50:00,-1.99902500043719,-8.67150070917383 
 02/10  05:00:00,-1.99902500043719,-8.55399041776787 
 02/10  05:10:00,-2.33235833377052,-8.45500323413097 
 02/10  05:20:00,-2.66569166710385,-8.37667388211346 
 02/10  05:30:00,-2.99902500043719,-8.31386154109292 
 02/10  05:40:00,-3.33235833377052,-8.26207216328934 
 02/10  05:50:00,-3.66569166710385,-8.20852750144155 
 02/10  06:00:00,-3.99902500043719,-8.1590778741773 
 02/10  06:10:00,-3.83235833377052,-8.0943175671246 
 02/10  06:20:00,-3.66569166710385,-8.01033243112636 
 02/10  06:30:00,-3.49902500043719,-7.91405402027237 
 02/10  06:40:00,-3.33235833377052,-7.8120272790254 
 02/10  06:50:00,-3.16569166710385,-7.70659063525907 
 02/10  07:00:00,-2.99902500043719,-7.59746950434865 
 02/10  07:10:00,-3.33235833377052,-7.5085541409365 
 02/10  07:20:00,-3.66569166710385,-7.44491133935236 
 02/10  07:30:00,-3.99902500043719,-7.39983812476442 
 02/10  07:40:00,-4.33235833377052,-7.32978866556108 
 02/10  07:50:00,-4.66569166710385,-7.20334737691285 
 02/10  08:00:00,-4.99902500043719,-6.99347955853878 
 02/10  08:10:00,-4.49902500043719,-6.65313094284051 
 02/10  08:20:00,-3.99902500043719,-6.17313974935058 
 02/10  08:30:00,-3.49902500043719,-5.56492570325912 
 02/10  08:40:00,-2.99902500043719,-4.90985474969923 
 02/10  08:50:00,-2.49902500043719,-4.28315322103053 
 02/10  09:00:00,-1.99902500043719,-3.73170119437156 
 02/10  09:10:00,-1.33235833377052,-3.25493429975805 
 02/10  09:20:00,-0.665691667103852,-2.85517651077125 
 02/10  09:30:00,9.749995628148094E-004,-2.53567262318158 
 02/10  09:40:00,0.667641666229481,-2.256221666424 
 02/10  09:50:00,1.33430833289615,-1.97574193130905 
 02/10  10:00:00,2.00097499956281,-1.67532860499928 
 02/10  10:10:00,2.16764166622948,-1.37745722943292 
 02/10  10:20:00,2.33430833289615,-1.09312597282065 
 02/10  10:30:00,2.50097499956281,-0.819791537635654 
 02/10  10:40:00,2.66764166622948,-0.542279736185383 
 02/10  10:50:00,2.83430833289615,-0.246875550206631 
 02/10  11:00:00,3.00097499956281,7.286038798036779E-002 
 02/10  11:10:00,3.16764166622948,0.417065248851824 
 02/10  11:20:00,3.33430833289615,0.784776424830669 
 02/10  11:30:00,3.50097499956281,1.17613849470143 
 02/10  11:40:00,3.66764166622948,1.58271303861164 
 02/10  11:50:00,3.83430833289615,1.99565365131077 
 02/10  12:00:00,4.00097499956282,2.41054153619224 
 02/10  12:10:00,3.00097499956281,2.77533267806157 
 02/10  12:20:00,2.00097499956282,3.07992580319861 
 02/10  12:30:00,1.00097499956282,3.3390255640119 
 02/10  12:40:00,9.749995628150314E-004,3.57148194312108 
 02/10  12:50:00,-0.999025000437185,3.8233510969073 
 02/10  13:00:00,-1.99902500043719,4.09484785110595 
 02/10  13:10:00,-2.16569166710385,4.39711551941095 
 02/10  13:20:00,-2.33235833377052,4.71893723973273 
 02/10  13:30:00,-2.49902500043719,5.04775980800274 
 02/10  13:40:00,-2.66569166710385,5.38775365856285 
 02/10  13:50:00,-2.83235833377052,5.74696874557899 
 02/10  14:00:00,-2.99902500043719,6.12737875195403 
 02/10  14:10:00,-2.99902500043719,6.5641232219562 
 02/10  14:20:00,-2.99902500043719,7.04575119879938 
 02/10  14:30:00,-2.99902500043719,7.54188883750141 
 02/10  14:40:00,-2.99902500043719,8.00672203082732 
 02/10  14:50:00,-2.99902500043719,8.41637692853443 
 02/10  15:00:00,-2.99902500043719,8.77137616654045 
 02/10  15:10:00,-2.99902500043719,9.07867064844299 
 02/10  15:20:00,-2.99902500043719,9.34175893754908 
 02/10  15:30:00,-2.99902500043719,9.56051656530629 
 02/10  15:40:00,-2.99902500043719,9.78903992675749 
 02/10  15:50:00,-2.99902500043719,10.0405179202849 
 02/10  16:00:00,-2.99902500043719,10.320343362167 
 02/10  16:10:00,-2.99902500043719,10.6051099218483 
 02/10  16:20:00,-2.99902500043719,10.8695133140833 
 02/10  16:30:00,-2.99902500043719,11.114578886662 
 02/10  16:40:00,-2.99902500043719,11.2743613869097 
 02/10  16:50:00,-2.99902500043719,11.302144332619 
 02/10  17:00:00,-2.99902500043719,11.1986060937866 
 02/10  17:10:00,-3.16569166710385,10.9680630646939 
 02/10  17:20:00,-3.33235833377052,10.6306644819481 
 02/10  17:30:00,-3.49902500043719,10.2099669285755 
 02/10  17:40:00,-3.66569166710385,9.76848674038892 
 02/10  17:50:00,-3.83235833377052,9.34494123254868 
 02/10  18:00:00,-3.99902500043719,8.94349423915721 
 02/10  18:10:00,-4.49902500043719,8.54116358593471 
 02/10  18:20:00,-4.99902500043719,8.1314438359891 
 02/10  18:30:00,-5.49902500043719,7.7193967051306 
 02/10  18:40:00,-5.99902500043719,7.30982636765115 
 02/10  18:50:00,-6.49902500043719,6.90361815317991 
 02/10  19:00:00,-6.99902500043719,6.49956637841909 
 02/10  19:10:00,-6.99902500043719,6.11977374036043 
 02/10  19:20:00,-6.99902500043719,5.76498515157698 
 02/10  19:30:00,-6.99902500043719,5.42546838592952 
 02/10  19:40:00,-6.99902500043719,5.09458202917738 
 02/10  19:50:00,-6.99902500043719,4.77098868339539 
 02/10  20:00:00,-6.99902500043719,4.45549265482292 
 02/10  20:10:00,-6.99902500043719,4.14805740157337 
 02/10  20:20:00,-6.99902500043719,3.84827619891598 
 02/10  20:30:00,-6.99902500043719,3.55571550395905 
 02/10  20:40:00,-6.99902500043719,3.270005820263 
 02/10  20:50:00,-6.99902500043719,2.99084239613874 
 02/10  21:00:00,-6.99902500043719,2.71796962591066 
 02/10  21:10:00,-6.99902500043719,2.45187752463464 
 02/10  21:20:00,-6.99902500043719,2.19254021185128 
 02/10  21:30:00,-6.99902500043719,1.9395481362333 
 02/10  21:40:00,-6.99902500043719,1.69250702088005 
 02/10  21:50:00,-6.99902500043719,1.45116951739329 
 02/10  22:00:00,-6.99902500043719,1.21537648654271 
 02/10  22:10:00,-7.16569166710385,0.977485815988725 
 02/10  22:20:00,-7.33235833377052,0.736189812732125 
 02/10  22:30:00,-7.49902500043719,0.493703272222397 
 02/10  22:40:00,-7.66569166710385,0.251230645956374 
 02/10  22:50:00,-7.83235833377052,8.625756900016867E-003 
 02/10  23:00:00,-7.99902500043719,-0.235003615529273 
 02/10  23:10:00,-7.99902500043719,-0.474665968956103 
 02/10  23:20:00,-7.99902500043719,-0.708913193878244 
 02/10  23:30:00,-7.99902500043719,-0.93776871957304 
 02/10  23:40:00,-7.99902500043719,-1.16046531628211 
 02/10  23:50:00,-7.99902500043719,-1.37544715272035 
 02/10  24:00:00,-7.99902500043719,-1.58143652466134 
 02/11  00:10:00,-7.99902500043719,-1.7786523691369 
 02/11  00:20:00,-7.99902500043719,-1.9679274043446 
 02/11  00:30:00,-7.99902500043719,-2.15038259253433 
 02/11  00:40:00,-7.99902500043719,-2.32718480592195 
 02/11  00:50:00,-7.99902500043719,-2.49934141028196 
 02/11  01:00:00,-7.99902500043719,-2.66760789148732 
 02/11  01:10:00,-7.99902500043719,-2.83184375729481 
 02/11  01:20:00,-7.99902500043719,-2.99189661722839 
 02/11  01:30:00,-7.99902500043719,-3.14776706299492 
 02/11  01:40:00,-7.99902500043719,-3.29946137604576 
 02/11  01:50:00,-7.99902500043719,-3.44692382992912 
 02/11  02:00:00,-7.99902500043719,-3.59009744993133 
 02/11  02:10:00,-7.83235833377052,-3.72051740159719 
 02/11  02:20:00,-7.66569166710385,-3.83656310242394 
 02/11  02:30:00,-7.49902500043719,-3.94098405102493 
 02/11  02:40:00,-7.33235833377052,-4.03646307034736 
 02/11  02:50:00,-7.16569166710385,-4.12410060722378 
 02/11  03:00:00,-6.99902500043719,-4.20406602311709 
 02/11  03:10:00,-6.66569166710385,-4.26994288906768 
 02/11  03:20:00,-6.33235833377052,-4.3215025540044 
 02/11  03:30:00,-5.99902500043719,-4.36252892059996 
 02/11  03:40:00,-5.66569166710385,-4.39628863648451 
 02/11  03:50:00,-5.33235833377052,-4.42454314866943 
 02/11  04:00:00,-4.99902500043719,-4.44789130003155 
 02/11  04:10:00,-4.66569166710385,-4.46296645669254 
 02/11  04:20:00,-4.33235833377052,-4.46860198813659 
 02/11  04:30:00,-3.99902500043719,-4.46491552656679 
 02/11  04:40:00,-3.66569166710385,-4.45181457042789 
 02/11  04:50:00,-3.33235833377052,-4.42886839616617 
 02/11  05:00:00,-2.99902500043719,-4.39564356085267 
 02/11  05:10:00,-2.16569166710385,-4.33074366115722 
 02/11  05:20:00,-1.33235833377052,-4.22652310526774 
 02/11  05:30:00,-0.499025000437185,-4.08379886798575 
 02/11  05:40:00,0.334308332896148,-3.9109412396665 
 02/11  05:50:00,1.16764166622948,-3.71812737851132 
 02/11  06:00:00,2.00097499956281,-3.51008782490076 
 02/11  06:10:00,2.00097499956281,-3.32649132026056 
 02/11  06:20:00,2.00097499956281,-3.17265125067958 
 02/11  06:30:00,2.00097499956281,-3.03518046762602 
 02/11  06:40:00,2.00097499956281,-2.90351517936293 
 02/11  06:50:00,2.00097499956281,-2.7749504548666 
 02/11  07:00:00,2.00097499956281,-2.65065152041237 
 02/11  07:10:00,0.667641666229482,-2.5943839395445 
 02/11  07:20:00,-0.665691667103852,-2.61697846110556 
 02/11  07:30:00,-1.99902500043719,-2.6985670310593 
 02/11  07:40:00,-3.33235833377052,-2.7778826866666 
 02/11  07:50:00,-4.66569166710385,-2.80368090181491 
 02/11  08:00:00,-5.99902500043719,-2.66539195810097 
 02/11  08:10:00,-5.16569166710385,-2.20826966470918 
 02/11  08:20:00,-4.33235833377052,-1.44163240008124 
 02/11  08:30:00,-3.49902500043719,-0.433864207072159 
 02/11  08:40:00,-2.66569166710385,0.645967885195232 
 02/11  08:50:00,-1.83235833377052,1.66390639265562 
 02/11  09:00:00,-0.999025000437185,2.60194476406242 
 02/11  09:10:00,9.749995628146983E-004,3.47888676643486 
 02/11  09:20:00,1.00097499956281,4.31031041452257 
 02/11  09:30:00,2.00097499956281,5.09072175757435 
 02/11  09:40:00,3.00097499956281,5.90536576599276 
 02/11  09:50:00,4.00097499956282,6.83563044935285 
 02/11  10:00:00,5.00097499956282,7.94156929595342 
 02/11  10:10:00,5.16764166622948,9.17555667900145 
 02/11  10:20:00,5.33430833289615,10.5213680023977 
 02/11  10:30:00,5.50097499956282,11.9762007413758 
 02/11  10:40:00,5.66764166622948,13.4658767936479 
 02/11  10:50:00,5.83430833289615,14.9335531149167 
 02/11  11:00:00,6.00097499956282,16.3749630545433 
 02/11  11:10:00,6.16764166622948,17.804246226717 
 02/11  11:20:00,6.33430833289615,19.2297940705712 
 02/11  11:30:00,6.50097499956282,20.6520060633228 
 02/11  11:40:00,6.66764166622948,22.0964102419964 
 02/11  11:50:00,6.83430833289615,23.5659087087519 
 02/11  12:00:00,7.00097499956282,25.0507590525811 
 02/11  12:10:00,7.16764166622948,26.5505346385748 
 02/11  12:20:00,7.33430833289615,28.0650934392938 
 02/11  12:30:00,7.50097499956282,29.5920066860019 
 02/11  12:40:00,7.66764166622948,31.0472652990538 
 02/11  12:50:00,7.83430833289615,32.3749824342632 
 02/11  13:00:00,8.00097499956281,33.5795637663688 
 02/11  13:10:00,8.00097499956281,34.6741547366457 
 02/11  13:20:00,8.00097499956281,35.6714703806545 
 02/11  13:30:00,8.00097499956281,36.5771547360102 
 02/11  13:40:00,8.00097499956281,37.2959629047724 
 02/11  13:50:00,8.00097499956281,37.7949480535473 
 02/11  14:00:00,8.00097499956281,38.1087084594291 
 02/11  14:10:00,7.83430833289615,38.2216268381274 
 02/11  14:20:00,7.66764166622948,38.1626428382719 
 02/11  14:30:00,7.50097499956282,37.9357118213282 
 02/11  14:40:00,7.33430833289615,37.6658405135077 
 02/11  14:50:00,7.16764166622948,37.4339446960488 
 02/11  15:00:00,7.00097499956282,37.2288844971939 
 02/11  15:10:00,7.00097499956282,37.0552312347261 
 02/11  15:20:00,7.00097499956282,36.8886590518985 
 02/11  15:30:00,7.00097499956282,36.7044671065245 
 02/11  15:40:00,7.00097499956282,36.521011084152 
 02/11  15:50:00,7.00097499956282,36.3824201287216 
 02/11  16:00:00,7.00097499956282,36.2742913387493 
 02/11  16:10:00,6.83430833289615,36.1558886743985 
 02/11  16:20:00,6.66764166622948,36.0118059240276 
 02/11  16:30:00,6.50097499956282,35.8508900979583 
 02/11  16:40:00,6.33430833289615,35.5910972652043 
 02/11  16:50:00,6.16764166622948,35.181825196857 
 02/11  17:00:00,6.00097499956282,34.6383965457022 
 02/11  17:10:00,5.50097499956282,33.9660417646291 
 02/11  17:20:00,5.00097499956282,33.1902674758094 
 02/11  17:30:00,4.50097499956282,32.3423473087464 
 02/11  17:40:00,4.00097499956282,31.490700524916 
 02/11  17:50:00,3.50097499956281,30.6716531121087 
 02/11  18:00:00,3.00097499956281,29.8821000964367 
 02/11  18:10:00,2.83430833289615,29.125497358909 
 02/11  18:20:00,2.66764166622948,28.3954481061387 
 02/11  18:30:00,2.50097499956281,27.6850365177378 
 02/11  18:40:00,2.33430833289615,26.9914792845586 
 02/11  18:50:00,2.16764166622948,26.3144228265686 
 02/11  19:00:00,2.00097499956281,25.6536343345219 
 02/11  19:10:00,1.83430833289615,25.0068120180745 
 02/11  19:20:00,1.66764166622948,24.3729318587911 
 02/11  19:30:00,1.50097499956282,23.7519290778384 
 02/11  19:40:00,1.33430833289615,23.1437231644448 
